YEAR_PATH_STARTED,REGION,AGE_GROUP,GENDER,HAS_GENDER_REPORTED,STUDENT_COUNT,TOTAL_STUDENTS_YEAR,PCT_OF_YEAR
2022,Provence-Alpes-Côte d'Azur,55-59 ans,M,True,2,1696,0.12
2024,Pays de la Loire,40-44 ans,M,True,2,850,0.24
2022,Pays de la Loire,35-39 ans,F,True,1,1696,0.06
2025,Île-de-France,40-44 ans,Non renseigné,False,1,951,0.11
2025,Hauts-de-France,30-34 ans,Non renseigné,False,3,951,0.32
2022,Hauts-de-France,60 ans ou plus,M,True,2,1696,0.12
2023,Provence-Alpes-Côte d'Azur,50-54 ans,M,True,1,1150,0.09
2022,Occitanie,45-49 ans,F,True,1,1696,0.06
2022,Bretagne,60 ans ou plus,Non renseigné,False,1,1696,0.06
2022,Normandie,45-49 ans,M,True,1,1696,0.06
2024,DROM,25-29 ans,M,True,1,850,0.12
2023,Occitanie,20-24 ans,M,True,1,1150,0.09
2022,Pays de la Loire,30-34 ans,F,True,1,1696,0.06
2023,Hauts-de-France,20-24 ans,Non renseigné,False,1,1150,0.09
2024,Occitanie,55-59 ans,M,True,1,850,0.12
2024,Auvergne-Rhône-Alpes,25-29 ans,F,True,9,850,1.06
2025,Centre-Val de Loire,25-29 ans,F,True,3,951,0.32
2023,Île-de-France,30-34 ans,Non renseigné,False,46,1150,4.0
2023,Grand Est,25-29 ans,F,True,4,1150,0.35
2025,Nouvelle-Aquitaine,35-39 ans,M,True,5,951,0.53
2023,Provence-Alpes-Côte d'Azur,45-49 ans,M,True,2,1150,0.17
2023,Île-de-France,40-44 ans,F,True,20,1150,1.74
2022,Provence-Alpes-Côte d'Azur,30-34 ans,M,True,17,1696,1.0
2025,Île-de-France,30-34 ans,F,True,33,951,3.47
2022,Occitanie,50-54 ans,F,True,1,1696,0.06
2025,Île-de-France,40-44 ans,F,True,17,951,1.79
2024,Île-de-France,25-29 ans,M,True,57,850,6.71
2023,Auvergne-Rhône-Alpes,45-49 ans,M,True,5,1150,0.43
2024,Île-de-France,30-34 ans,M,True,39,850,4.59
2022,Occitanie,60 ans ou plus,M,True,1,1696,0.06
2023,Occitanie,40-44 ans,M,True,4,1150,0.35
2025,Nouvelle-Aquitaine,25-29 ans,M,True,6,951,0.63
2024,Centre-Val de Loire,30-34 ans,Non renseigné,False,1,850,0.12
2022,Auvergne-Rhône-Alpes,35-39 ans,M,True,16,1696,0.94
2023,Hauts-de-France,50-54 ans,M,True,2,1150,0.17
2024,Pays de la Loire,40-44 ans,F,True,2,850,0.24
2025,Provence-Alpes-Côte d'Azur,25-29 ans,M,True,10,951,1.05
2023,Pays de la Loire,25-29 ans,Non renseigné,False,3,1150,0.26
2022,Hauts-de-France,35-39 ans,F,True,12,1696,0.71
2022,Provence-Alpes-Côte d'Azur,50-54 ans,F,True,1,1696,0.06
2022,Île-de-France,25-29 ans,F,True,12,1696,0.71
2025,Provence-Alpes-Côte d'Azur,35-39 ans,M,True,11,951,1.16
2024,Pays de la Loire,55-59 ans,F,True,1,850,0.12
2024,Île-de-France,50-54 ans,Non renseigné,False,3,850,0.35
2022,Bretagne,25-29 ans,Non renseigné,False,3,1696,0.18
2024,Occitanie,30-34 ans,M,True,11,850,1.29
2024,Nouvelle-Aquitaine,50-54 ans,M,True,5,850,0.59
2022,Bretagne,35-39 ans,M,True,3,1696,0.18
2024,Auvergne-Rhône-Alpes,35-39 ans,Non renseigné,False,1,850,0.12
2025,Grand Est,55-59 ans,Non renseigné,False,1,951,0.11
2024,Bretagne,30-34 ans,Non renseigné,False,1,850,0.12
2023,Pays de la Loire,30-34 ans,M,True,8,1150,0.7
2023,Normandie,25-29 ans,M,True,6,1150,0.52
2024,Occitanie,30-34 ans,F,True,6,850,0.71
2024,Occitanie,25-29 ans,M,True,7,850,0.82
2025,Île-de-France,40-44 ans,M,True,14,951,1.47
2025,Occitanie,40-44 ans,F,True,2,951,0.21
2024,Auvergne-Rhône-Alpes,50-54 ans,M,True,2,850,0.24
2023,Normandie,45-49 ans,Non renseigné,False,1,1150,0.09
2025,Provence-Alpes-Côte d'Azur,25-29 ans,F,True,3,951,0.32
2024,Provence-Alpes-Côte d'Azur,40-44 ans,M,True,2,850,0.24
2022,Hauts-de-France,40-44 ans,M,True,7,1696,0.41
2022,Provence-Alpes-Côte d'Azur,40-44 ans,Non renseigné,False,8,1696,0.47
2024,DROM,40-44 ans,M,True,1,850,0.12
2023,Bretagne,45-49 ans,Non renseigné,False,1,1150,0.09
2023,Normandie,45-49 ans,F,True,2,1150,0.17
2022,Hauts-de-France,20-24 ans,M,True,1,1696,0.06
2024,Occitanie,20-24 ans,M,True,3,850,0.35
2022,Occitanie,30-34 ans,F,True,5,1696,0.29
2024,Hauts-de-France,25-29 ans,M,True,12,850,1.41
2024,Normandie,45-49 ans,Non renseigné,False,1,850,0.12
2025,Bourgogne-Franche-Comté,45-49 ans,F,True,1,951,0.11
2024,Auvergne-Rhône-Alpes,60 ans ou plus,M,True,2,850,0.24
2025,Hauts-de-France,50-54 ans,M,True,2,951,0.21
2023,Normandie,45-49 ans,M,True,1,1150,0.09
2022,Bretagne,45-49 ans,Non renseigné,False,3,1696,0.18
2022,Nouvelle-Aquitaine,55-59 ans,Non renseigné,False,1,1696,0.06
2022,Nouvelle-Aquitaine,50-54 ans,M,True,3,1696,0.18
2024,Auvergne-Rhône-Alpes,40-44 ans,M,True,8,850,0.94
2022,Grand Est,30-34 ans,F,True,4,1696,0.24
2022,Hauts-de-France,50-54 ans,F,True,2,1696,0.12
2022,Nouvelle-Aquitaine,45-49 ans,M,True,5,1696,0.29
2022,Auvergne-Rhône-Alpes,55-59 ans,M,True,4,1696,0.24
2022,Grand Est,35-39 ans,F,True,3,1696,0.18
2023,Grand Est,20-24 ans,Non renseigné,False,1,1150,0.09
2022,Normandie,35-39 ans,F,True,1,1696,0.06
2022,Auvergne-Rhône-Alpes,50-54 ans,Non renseigné,False,6,1696,0.35
2023,Provence-Alpes-Côte d'Azur,30-34 ans,Non renseigné,False,6,1150,0.52
2022,Centre-Val de Loire,45-49 ans,M,True,1,1696,0.06
2022,Hauts-de-France,55-59 ans,M,True,1,1696,0.06
2025,Provence-Alpes-Côte d'Azur,50-54 ans,F,True,2,951,0.21
2022,Pays de la Loire,50-54 ans,M,True,2,1696,0.12
2023,Grand Est,55-59 ans,Non renseigné,False,1,1150,0.09
2025,Normandie,45-49 ans,Non renseigné,False,1,951,0.11
2025,Bretagne,40-44 ans,F,True,1,951,0.11
2023,Provence-Alpes-Côte d'Azur,35-39 ans,Non renseigné,False,2,1150,0.17
2025,Occitanie,45-49 ans,F,True,3,951,0.32
2022,Centre-Val de Loire,25-29 ans,Non renseigné,False,2,1696,0.12
2024,Auvergne-Rhône-Alpes,30-34 ans,F,True,1,850,0.12
2024,Bourgogne-Franche-Comté,35-39 ans,M,True,2,850,0.24
2024,Hauts-de-France,55-59 ans,M,True,3,850,0.35
2025,Occitanie,30-34 ans,M,True,7,951,0.74
2025,Bourgogne-Franche-Comté,25-29 ans,F,True,1,951,0.11
2022,Auvergne-Rhône-Alpes,55-59 ans,F,True,1,1696,0.06
2022,DROM,40-44 ans,F,True,2,1696,0.12
2022,Bretagne,35-39 ans,F,True,1,1696,0.06
2024,Provence-Alpes-Côte d'Azur,25-29 ans,M,True,3,850,0.35
2024,Grand Est,55-59 ans,M,True,1,850,0.12
2023,Provence-Alpes-Côte d'Azur,45-49 ans,Non renseigné,False,1,1150,0.09
2023,Nouvelle-Aquitaine,35-39 ans,M,True,2,1150,0.17
2023,Pays de la Loire,30-34 ans,Non renseigné,False,3,1150,0.26
2023,Grand Est,50-54 ans,Non renseigné,False,1,1150,0.09
2022,Nouvelle-Aquitaine,60 ans ou plus,Non renseigné,False,2,1696,0.12
2022,Provence-Alpes-Côte d'Azur,45-49 ans,F,True,1,1696,0.06
2024,Centre-Val de Loire,50-54 ans,M,True,1,850,0.12
2022,Grand Est,45-49 ans,F,True,1,1696,0.06
2022,DROM,30-34 ans,Non renseigné,False,1,1696,0.06
2023,Nouvelle-Aquitaine,35-39 ans,Non renseigné,False,3,1150,0.26
2022,Bourgogne-Franche-Comté,40-44 ans,F,True,1,1696,0.06
2025,Provence-Alpes-Côte d'Azur,35-39 ans,Non renseigné,False,2,951,0.21
2024,Auvergne-Rhône-Alpes,35-39 ans,F,True,2,850,0.24
2023,Centre-Val de Loire,25-29 ans,Non renseigné,False,2,1150,0.17
2024,Hauts-de-France,50-54 ans,Non renseigné,False,1,850,0.12
2024,Auvergne-Rhône-Alpes,40-44 ans,F,True,1,850,0.12
2024,Provence-Alpes-Côte d'Azur,30-34 ans,Non renseigné,False,1,850,0.12
2025,Centre-Val de Loire,50-54 ans,M,True,1,951,0.11
2023,Île-de-France,25-29 ans,F,True,25,1150,2.17
2022,Pays de la Loire,50-54 ans,Non renseigné,False,4,1696,0.24
2025,Bretagne,35-39 ans,M,True,4,951,0.42
2023,Nouvelle-Aquitaine,50-54 ans,Non renseigné,False,3,1150,0.26
2022,Hauts-de-France,45-49 ans,M,True,4,1696,0.24
2025,Île-de-France,20-24 ans,M,True,27,951,2.84
2023,Pays de la Loire,40-44 ans,F,True,1,1150,0.09
2023,Île-de-France,45-49 ans,M,True,20,1150,1.74
2023,Auvergne-Rhône-Alpes,40-44 ans,M,True,7,1150,0.61
2024,Occitanie,45-49 ans,M,True,2,850,0.24
2023,Île-de-France,30-34 ans,M,True,66,1150,5.74
2024,Occitanie,40-44 ans,M,True,4,850,0.47
2023,Île-de-France,40-44 ans,M,True,35,1150,3.04
2022,Île-de-France,30-34 ans,M,True,69,1696,4.07
2022,Grand Est,30-34 ans,M,True,10,1696,0.59
2023,Île-de-France,30-34 ans,F,True,52,1150,4.52
2022,Auvergne-Rhône-Alpes,45-49 ans,M,True,10,1696,0.59
2025,Île-de-France,25-29 ans,F,True,34,951,3.58
2025,Provence-Alpes-Côte d'Azur,45-49 ans,M,True,5,951,0.53
2024,Pays de la Loire,25-29 ans,Non renseigné,False,3,850,0.35
2022,Hauts-de-France,25-29 ans,Non renseigné,False,8,1696,0.47
2022,Île-de-France,35-39 ans,F,True,31,1696,1.83
2024,Île-de-France,25-29 ans,F,True,33,850,3.88
2025,Bretagne,45-49 ans,F,True,3,951,0.32
2022,Hauts-de-France,30-34 ans,Non renseigné,False,10,1696,0.59
2024,Grand Est,25-29 ans,M,True,10,850,1.18
2024,Centre-Val de Loire,55-59 ans,M,True,1,850,0.12
2025,Île-de-France,30-34 ans,M,True,50,951,5.26
2025,Nouvelle-Aquitaine,30-34 ans,F,True,5,951,0.53
2022,Occitanie,20-24 ans,M,True,2,1696,0.12
2022,Île-de-France,45-49 ans,F,True,16,1696,0.94
2025,Occitanie,25-29 ans,F,True,6,951,0.63
2024,Île-de-France,50-54 ans,F,True,2,850,0.24
2023,Occitanie,30-34 ans,Non renseigné,False,6,1150,0.52
2024,Hauts-de-France,20-24 ans,M,True,8,850,0.94
2022,Bretagne,40-44 ans,Non renseigné,False,3,1696,0.18
2023,Île-de-France,55-59 ans,M,True,9,1150,0.78
2025,Île-de-France,50-54 ans,M,True,10,951,1.05
2025,Hauts-de-France,30-34 ans,M,True,12,951,1.26
2024,Occitanie,40-44 ans,F,True,3,850,0.35
2022,Pays de la Loire,30-34 ans,Non renseigné,False,7,1696,0.41
2025,Île-de-France,25-29 ans,Non renseigné,False,8,951,0.84
2024,Provence-Alpes-Côte d'Azur,35-39 ans,M,True,9,850,1.06
2022,Nouvelle-Aquitaine,30-34 ans,Non renseigné,False,8,1696,0.47
2024,Grand Est,50-54 ans,F,True,1,850,0.12
2023,Centre-Val de Loire,30-34 ans,Non renseigné,False,2,1150,0.17
2022,Nouvelle-Aquitaine,40-44 ans,Non renseigné,False,7,1696,0.41
2025,Bretagne,30-34 ans,F,True,4,951,0.42
2023,Provence-Alpes-Côte d'Azur,25-29 ans,Non renseigné,False,5,1150,0.43
2025,Grand Est,25-29 ans,M,True,7,951,0.74
2025,Auvergne-Rhône-Alpes,25-29 ans,F,True,5,951,0.53
2023,Grand Est,25-29 ans,Non renseigné,False,4,1150,0.35
2025,Nouvelle-Aquitaine,50-54 ans,F,True,2,951,0.21
2023,Nouvelle-Aquitaine,20-24 ans,Non renseigné,False,1,1150,0.09
2022,Occitanie,45-49 ans,M,True,3,1696,0.18
2022,Auvergne-Rhône-Alpes,35-39 ans,F,True,6,1696,0.35
2024,Bourgogne-Franche-Comté,30-34 ans,M,True,4,850,0.47
2022,Normandie,35-39 ans,M,True,3,1696,0.18
2022,Grand Est,55-59 ans,M,True,3,1696,0.18
2025,Nouvelle-Aquitaine,35-39 ans,Non renseigné,False,1,951,0.11
2022,Nouvelle-Aquitaine,40-44 ans,F,True,7,1696,0.41
2024,Bourgogne-Franche-Comté,40-44 ans,F,True,1,850,0.12
2025,Pays de la Loire,30-34 ans,Non renseigné,False,1,951,0.11
2023,Occitanie,25-29 ans,Non renseigné,False,8,1150,0.7
2022,Normandie,25-29 ans,Non renseigné,False,4,1696,0.24
2023,Centre-Val de Loire,60 ans ou plus,M,True,1,1150,0.09
2024,Bourgogne-Franche-Comté,20-24 ans,M,True,4,850,0.47
2022,Occitanie,45-49 ans,Non renseigné,False,4,1696,0.24
2023,Nouvelle-Aquitaine,30-34 ans,M,True,9,1150,0.78
2022,Hauts-de-France,20-24 ans,Non renseigné,False,1,1696,0.06
2024,Nouvelle-Aquitaine,30-34 ans,F,True,3,850,0.35
2025,Pays de la Loire,25-29 ans,M,True,3,951,0.32
2024,Hauts-de-France,30-34 ans,M,True,6,850,0.71
2024,Provence-Alpes-Côte d'Azur,45-49 ans,M,True,3,850,0.35
2022,Nouvelle-Aquitaine,50-54 ans,F,True,2,1696,0.12
2023,Grand Est,25-29 ans,M,True,6,1150,0.52
2022,Provence-Alpes-Côte d'Azur,25-29 ans,M,True,4,1696,0.24
2025,Normandie,30-34 ans,M,True,4,951,0.42
2025,Centre-Val de Loire,30-34 ans,M,True,2,951,0.21
2023,Hauts-de-France,45-49 ans,M,True,2,1150,0.17
2024,Grand Est,45-49 ans,M,True,6,850,0.71
2024,Normandie,40-44 ans,M,True,2,850,0.24
2022,Hauts-de-France,35-39 ans,M,True,5,1696,0.29
2022,Normandie,30-34 ans,M,True,6,1696,0.35
2025,Pays de la Loire,20-24 ans,M,True,1,951,0.11
2022,Bourgogne-Franche-Comté,50-54 ans,M,True,3,1696,0.18
2022,Auvergne-Rhône-Alpes,25-29 ans,F,True,4,1696,0.24
2025,Provence-Alpes-Côte d'Azur,40-44 ans,M,True,5,951,0.53
2025,Hauts-de-France,30-34 ans,F,True,2,951,0.21
2022,Provence-Alpes-Côte d'Azur,45-49 ans,M,True,4,1696,0.24
2022,Nouvelle-Aquitaine,55-59 ans,F,True,1,1696,0.06
2025,Bourgogne-Franche-Comté,25-29 ans,M,True,2,951,0.21
2023,Nouvelle-Aquitaine,45-49 ans,F,True,3,1150,0.26
2024,Nouvelle-Aquitaine,45-49 ans,M,True,2,850,0.24
2024,Provence-Alpes-Côte d'Azur,55-59 ans,M,True,2,850,0.24
2023,Provence-Alpes-Côte d'Azur,60 ans ou plus,M,True,1,1150,0.09
2022,Nouvelle-Aquitaine,45-49 ans,F,True,4,1696,0.24
2022,Provence-Alpes-Côte d'Azur,60 ans ou plus,Non renseigné,False,1,1696,0.06
2024,Bretagne,25-29 ans,F,True,2,850,0.24
2025,DROM,40-44 ans,M,True,3,951,0.32
2022,Grand Est,40-44 ans,F,True,2,1696,0.12
2024,Hauts-de-France,25-29 ans,F,True,1,850,0.12
2024,Centre-Val de Loire,35-39 ans,F,True,1,850,0.12
2025,Hauts-de-France,40-44 ans,F,True,2,951,0.21
2023,Grand Est,35-39 ans,F,True,2,1150,0.17
2023,Hauts-de-France,45-49 ans,Non renseigné,False,1,1150,0.09
2022,Bretagne,50-54 ans,Non renseigné,False,1,1696,0.06
2024,DROM,40-44 ans,F,True,1,850,0.12
2025,Centre-Val de Loire,45-49 ans,M,True,2,951,0.21
2025,Nouvelle-Aquitaine,25-29 ans,Non renseigné,False,2,951,0.21
2025,Occitanie,20-24 ans,F,True,1,951,0.11
2024,Bretagne,20-24 ans,F,True,1,850,0.12
2025,Bourgogne-Franche-Comté,35-39 ans,F,True,2,951,0.21
2025,DROM,25-29 ans,Non renseigné,False,1,951,0.11
2025,Grand Est,45-49 ans,Non renseigné,False,1,951,0.11
2023,Normandie,40-44 ans,M,True,2,1150,0.17
2024,Provence-Alpes-Côte d'Azur,35-39 ans,F,True,1,850,0.12
2024,Bourgogne-Franche-Comté,40-44 ans,M,True,1,850,0.12
2024,Bretagne,45-49 ans,M,True,1,850,0.12
2024,Pays de la Loire,45-49 ans,M,True,1,850,0.12
2023,Provence-Alpes-Côte d'Azur,25-29 ans,F,True,2,1150,0.17
2024,Grand Est,35-39 ans,Non renseigné,False,3,850,0.35
2022,Pays de la Loire,40-44 ans,F,True,3,1696,0.18
2024,Île-de-France,50-54 ans,M,True,10,850,1.18
2025,Île-de-France,35-39 ans,F,True,35,951,3.68
2022,Bretagne,45-49 ans,F,True,1,1696,0.06
2025,Île-de-France,35-39 ans,Non renseigné,False,8,951,0.84
2022,Auvergne-Rhône-Alpes,60 ans ou plus,F,True,1,1696,0.06
2023,Île-de-France,35-39 ans,Non renseigné,False,37,1150,3.22
2022,Île-de-France,25-29 ans,M,True,41,1696,2.42
2024,Grand Est,45-49 ans,Non renseigné,False,3,850,0.35
2022,Provence-Alpes-Côte d'Azur,35-39 ans,M,True,8,1696,0.47
2025,Hauts-de-France,25-29 ans,M,True,11,951,1.16
2022,Île-de-France,40-44 ans,M,True,47,1696,2.77
2022,Île-de-France,20-24 ans,F,True,5,1696,0.29
2025,Nouvelle-Aquitaine,40-44 ans,F,True,4,951,0.42
2023,Hauts-de-France,55-59 ans,M,True,1,1150,0.09
2025,Auvergne-Rhône-Alpes,25-29 ans,M,True,18,951,1.89
2023,Bourgogne-Franche-Comté,30-34 ans,M,True,2,1150,0.17
2023,Pays de la Loire,25-29 ans,M,True,3,1150,0.26
2023,Centre-Val de Loire,20-24 ans,M,True,2,1150,0.17
2025,Bourgogne-Franche-Comté,55-59 ans,M,True,1,951,0.11
2023,Hauts-de-France,25-29 ans,Non renseigné,False,2,1150,0.17
2022,Île-de-France,35-39 ans,Non renseigné,False,69,1696,4.07
2024,DROM,30-34 ans,M,True,2,850,0.24
2023,Hauts-de-France,40-44 ans,M,True,4,1150,0.35
2024,Nouvelle-Aquitaine,30-34 ans,M,True,11,850,1.29
2022,Normandie,35-39 ans,Non renseigné,False,3,1696,0.18
2022,Île-de-France,50-54 ans,Non renseigné,False,24,1696,1.42
2022,Auvergne-Rhône-Alpes,45-49 ans,F,True,3,1696,0.18
2022,Île-de-France,55-59 ans,M,True,15,1696,0.88
2023,Hauts-de-France,50-54 ans,Non renseigné,False,3,1150,0.26
2022,DROM,45-49 ans,F,True,1,1696,0.06
2023,Occitanie,30-34 ans,M,True,7,1150,0.61
2022,DROM,50-54 ans,M,True,2,1696,0.12
2024,Hauts-de-France,50-54 ans,M,True,3,850,0.35
2024,DROM,45-49 ans,F,True,1,850,0.12
2023,Centre-Val de Loire,45-49 ans,Non renseigné,False,1,1150,0.09
2022,Pays de la Loire,35-39 ans,M,True,7,1696,0.41
2024,Provence-Alpes-Côte d'Azur,40-44 ans,F,True,2,850,0.24
2024,Occitanie,35-39 ans,F,True,3,850,0.35
2023,Grand Est,45-49 ans,Non renseigné,False,2,1150,0.17
2023,Pays de la Loire,25-29 ans,F,True,1,1150,0.09
2025,Grand Est,20-24 ans,M,True,3,951,0.32
2022,Grand Est,55-59 ans,F,True,1,1696,0.06
2023,Provence-Alpes-Côte d'Azur,40-44 ans,F,True,2,1150,0.17
2025,Hauts-de-France,55-59 ans,F,True,2,951,0.21
2025,Bretagne,40-44 ans,M,True,4,951,0.42
2022,Bretagne,30-34 ans,F,True,4,1696,0.24
2025,Normandie,35-39 ans,M,True,2,951,0.21
2022,Occitanie,40-44 ans,F,True,5,1696,0.29
2023,Auvergne-Rhône-Alpes,40-44 ans,Non renseigné,False,7,1150,0.61
2025,DROM,45-49 ans,F,True,1,951,0.11
2023,Île-de-France,55-59 ans,F,True,2,1150,0.17
2023,Normandie,35-39 ans,M,True,1,1150,0.09
2023,Provence-Alpes-Côte d'Azur,55-59 ans,Non renseigné,False,1,1150,0.09
2025,Grand Est,50-54 ans,Non renseigné,False,2,951,0.21
2022,Grand Est,25-29 ans,M,True,6,1696,0.35
2024,Bourgogne-Franche-Comté,25-29 ans,M,True,3,850,0.35
2023,Auvergne-Rhône-Alpes,30-34 ans,Non renseigné,False,8,1150,0.7
2023,Hauts-de-France,20-24 ans,F,True,1,1150,0.09
2023,Normandie,35-39 ans,F,True,2,1150,0.17
2023,DROM,35-39 ans,Non renseigné,False,1,1150,0.09
2024,Nouvelle-Aquitaine,40-44 ans,F,True,4,850,0.47
2024,Grand Est,20-24 ans,M,True,4,850,0.47
2022,Normandie,30-34 ans,Non renseigné,False,5,1696,0.29
2023,Bourgogne-Franche-Comté,30-34 ans,F,True,2,1150,0.17
2025,Pays de la Loire,45-49 ans,F,True,3,951,0.32
2025,Auvergne-Rhône-Alpes,50-54 ans,F,True,2,951,0.21
2022,Provence-Alpes-Côte d'Azur,40-44 ans,M,True,6,1696,0.35
2022,Centre-Val de Loire,40-44 ans,M,True,5,1696,0.29
2022,Centre-Val de Loire,25-29 ans,M,True,1,1696,0.06
2022,Centre-Val de Loire,30-34 ans,M,True,3,1696,0.18
2025,Auvergne-Rhône-Alpes,35-39 ans,F,True,4,951,0.42
2023,DROM,35-39 ans,F,True,1,1150,0.09
2024,Occitanie,40-44 ans,Non renseigné,False,1,850,0.12
2023,Provence-Alpes-Côte d'Azur,60 ans ou plus,Non renseigné,False,1,1150,0.09
2025,Provence-Alpes-Côte d'Azur,20-24 ans,F,True,2,951,0.21
2025,Auvergne-Rhône-Alpes,45-49 ans,F,True,1,951,0.11
2024,Occitanie,30-34 ans,Non renseigné,False,1,850,0.12
2024,Normandie,30-34 ans,Non renseigné,False,1,850,0.12
2025,Grand Est,40-44 ans,F,True,1,951,0.11
2023,Occitanie,35-39 ans,M,True,2,1150,0.17
2025,Occitanie,40-44 ans,M,True,2,951,0.21
2022,DROM,30-34 ans,M,True,3,1696,0.18
2024,Île-de-France,55-59 ans,F,True,1,850,0.12
2025,Bretagne,20-24 ans,M,True,3,951,0.32
2024,Hauts-de-France,35-39 ans,F,True,2,850,0.24
2023,Bretagne,55-59 ans,M,True,1,1150,0.09
2025,Nouvelle-Aquitaine,40-44 ans,M,True,1,951,0.11
2024,DROM,45-49 ans,M,True,2,850,0.24
2025,Île-de-France,55-59 ans,F,True,1,951,0.11
2024,Hauts-de-France,45-49 ans,Non renseigné,False,1,850,0.12
2023,DROM,20-24 ans,Non renseigné,False,1,1150,0.09
2022,Occitanie,25-29 ans,F,True,1,1696,0.06
2025,Pays de la Loire,50-54 ans,M,True,1,951,0.11
2022,Occitanie,60 ans ou plus,Non renseigné,False,2,1696,0.12
2024,Auvergne-Rhône-Alpes,50-54 ans,Non renseigné,False,1,850,0.12
2024,Bretagne,55-59 ans,M,True,1,850,0.12
2023,DROM,50-54 ans,M,True,1,1150,0.09
2023,Auvergne-Rhône-Alpes,50-54 ans,Non renseigné,False,2,1150,0.17
2023,Bretagne,50-54 ans,M,True,1,1150,0.09
2025,Bretagne,60 ans ou plus,Non renseigné,False,1,951,0.11
2022,Île-de-France,25-29 ans,Non renseigné,False,62,1696,3.66
2024,Grand Est,50-54 ans,M,True,1,850,0.12
2022,Bourgogne-Franche-Comté,30-34 ans,M,True,6,1696,0.35
2025,Occitanie,25-29 ans,M,True,12,951,1.26
2025,Grand Est,35-39 ans,F,True,4,951,0.42
2025,Auvergne-Rhône-Alpes,40-44 ans,Non renseigné,False,1,951,0.11
2025,Île-de-France,25-29 ans,M,True,51,951,5.36
2023,Île-de-France,35-39 ans,M,True,46,1150,4.0
2024,Nouvelle-Aquitaine,25-29 ans,M,True,13,850,1.53
2022,Occitanie,35-39 ans,M,True,12,1696,0.71
2023,Provence-Alpes-Côte d'Azur,30-34 ans,M,True,12,1150,1.04
2025,Centre-Val de Loire,25-29 ans,M,True,6,951,0.63
2023,Hauts-de-France,30-34 ans,M,True,9,1150,0.78
2022,Nouvelle-Aquitaine,35-39 ans,M,True,11,1696,0.65
2024,Pays de la Loire,50-54 ans,F,True,1,850,0.12
2022,Nouvelle-Aquitaine,50-54 ans,Non renseigné,False,5,1696,0.29
2022,Île-de-France,30-34 ans,F,True,37,1696,2.18
2023,Bourgogne-Franche-Comté,25-29 ans,M,True,4,1150,0.35
2024,Auvergne-Rhône-Alpes,30-34 ans,M,True,12,850,1.41
2024,Normandie,35-39 ans,Non renseigné,False,2,850,0.24
2023,Grand Est,30-34 ans,M,True,10,1150,0.87
2023,Pays de la Loire,55-59 ans,F,True,1,1150,0.09
2024,Bretagne,30-34 ans,M,True,4,850,0.47
2022,Centre-Val de Loire,35-39 ans,Non renseigné,False,5,1696,0.29
2023,Normandie,30-34 ans,F,True,2,1150,0.17
2024,Pays de la Loire,25-29 ans,M,True,4,850,0.47
2022,Île-de-France,60 ans ou plus,Non renseigné,False,11,1696,0.65
2023,Auvergne-Rhône-Alpes,30-34 ans,M,True,9,1150,0.78
2025,DROM,35-39 ans,M,True,2,951,0.21
2022,Occitanie,40-44 ans,Non renseigné,False,7,1696,0.41
2025,Occitanie,55-59 ans,M,True,4,951,0.42
2022,Grand Est,55-59 ans,Non renseigné,False,2,1696,0.12
2025,Île-de-France,30-34 ans,Non renseigné,False,7,951,0.74
2022,Auvergne-Rhône-Alpes,40-44 ans,F,True,5,1696,0.29
2024,Pays de la Loire,30-34 ans,M,True,3,850,0.35
2023,Grand Est,30-34 ans,Non renseigné,False,4,1150,0.35
2022,Pays de la Loire,25-29 ans,F,True,2,1696,0.12
2022,Pays de la Loire,35-39 ans,Non renseigné,False,6,1696,0.35
2023,Normandie,35-39 ans,Non renseigné,False,4,1150,0.35
2025,DROM,30-34 ans,M,True,3,951,0.32
2025,Provence-Alpes-Côte d'Azur,40-44 ans,F,True,5,951,0.53
2023,Hauts-de-France,30-34 ans,Non renseigné,False,5,1150,0.43
2022,Île-de-France,20-24 ans,Non renseigné,False,4,1696,0.24
2025,Île-de-France,20-24 ans,F,True,6,951,0.63
2025,Auvergne-Rhône-Alpes,55-59 ans,F,True,2,951,0.21
2023,Auvergne-Rhône-Alpes,40-44 ans,F,True,2,1150,0.17
2022,Pays de la Loire,25-29 ans,Non renseigné,False,4,1696,0.24
2025,Auvergne-Rhône-Alpes,40-44 ans,F,True,2,951,0.21
2023,Bretagne,40-44 ans,Non renseigné,False,4,1150,0.35
2023,Provence-Alpes-Côte d'Azur,35-39 ans,M,True,5,1150,0.43
2025,Pays de la Loire,45-49 ans,M,True,3,951,0.32
2023,Auvergne-Rhône-Alpes,60 ans ou plus,M,True,1,1150,0.09
2022,DROM,45-49 ans,M,True,2,1696,0.12
2022,Bourgogne-Franche-Comté,25-29 ans,M,True,4,1696,0.24
2023,Bretagne,35-39 ans,F,True,1,1150,0.09
2024,Île-de-France,35-39 ans,Non renseigné,False,11,850,1.29
2024,Bretagne,25-29 ans,M,True,3,850,0.35
2023,Provence-Alpes-Côte d'Azur,20-24 ans,M,True,2,1150,0.17
2022,Grand Est,50-54 ans,Non renseigné,False,2,1696,0.12
2023,Nouvelle-Aquitaine,45-49 ans,M,True,4,1150,0.35
2022,Auvergne-Rhône-Alpes,60 ans ou plus,Non renseigné,False,1,1696,0.06
2025,Bourgogne-Franche-Comté,30-34 ans,M,True,4,951,0.42
