USER_ID,AGE_GROUP,GENDER,HAS_GENDER_REPORTED,REGION,YEAR_PATH_STARTED
U-7344439552109257841,45-49 ans,F,TRUE,Île-de-France,2024
U-5131306189103639066,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U7820688441618443761,45-49 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U-2568133048342785915,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U4099322435753475579,25-29 ans,Non renseigné,FALSE,Île-de-France,2025
U6543432440341934457,25-29 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2024
U-2803516333884476326,30-34 ans,M,TRUE,Île-de-France,2023
U-6997569929687915474,35-39 ans,F,TRUE,Auvergne-Rhône-Alpes,2022
U8383551364603362964,35-39 ans,Non renseigné,FALSE,Île-de-France,2025
U-6970381480245212906,55-59 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2023
U8221630092028590318,30-34 ans,M,TRUE,Pays de la Loire,2023
U7574408114887322124,25-29 ans,M,TRUE,Normandie,2023
U6039589520260764880,50-54 ans,Non renseigné,FALSE,Île-de-France,2022
U-4235805446666171584,20-24 ans,M,TRUE,Centre-Val de Loire,2022
U1253277845542547890,35-39 ans,M,TRUE,Bourgogne-Franche-Comté,2025
U-757436588575487337,40-44 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
U-7395223769468979717,40-44 ans,M,TRUE,Grand Est,2022
U-8187380919225793464,35-39 ans,M,TRUE,Île-de-France,2023
U5058896106467668946,25-29 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U8531149072151979617,30-34 ans,Non renseigné,FALSE,Centre-Val de Loire,2024
U8813560706719678832,50-54 ans,F,TRUE,Île-de-France,2022
U3199775638115483305,45-49 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U-8648711976778589341,30-34 ans,F,TRUE,Île-de-France,2024
U-5077453645857726173,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U-9107818387718049851,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-2150864511261662118,25-29 ans,M,TRUE,Île-de-France,2023
U-4942039592682127879,30-34 ans,F,TRUE,Île-de-France,2022
U2841510013404691053,40-44 ans,F,TRUE,Île-de-France,2025
U1318977887110842515,30-34 ans,M,TRUE,Île-de-France,2025
U-1901617414014774737,25-29 ans,M,TRUE,Hauts-de-France,2023
U3607782311657187837,30-34 ans,F,TRUE,Île-de-France,2024
U-562356186828760328,40-44 ans,M,TRUE,Hauts-de-France,2023
U-6092855956685653839,30-34 ans,F,TRUE,Pays de la Loire,2022
U3270140181332481215,50-54 ans,F,TRUE,Occitanie,2025
U586391805379479209,55-59 ans,M,TRUE,Île-de-France,2023
U7216326497059181468,25-29 ans,M,TRUE,Hauts-de-France,2025
U1378854194748258553,40-44 ans,M,TRUE,Île-de-France,2025
U-8536212854835203823,35-39 ans,F,TRUE,Île-de-France,2022
U873642539066910070,40-44 ans,M,TRUE,Grand Est,2025
U-7224309414977171375,40-44 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U-5521031216762010260,45-49 ans,Non renseigné,FALSE,Île-de-France,2025
U-2390675716774054111,30-34 ans,F,TRUE,Grand Est,2022
U-1436854936313519310,45-49 ans,M,TRUE,Île-de-France,2025
U3764490732028990128,30-34 ans,F,TRUE,Nouvelle-Aquitaine,2025
U4440991869358511290,50-54 ans,F,TRUE,Île-de-France,2025
U6043141575441284411,30-34 ans,F,TRUE,Normandie,2023
U2498174825456766650,25-29 ans,M,TRUE,Île-de-France,2024
U6521490678682718460,40-44 ans,M,TRUE,Grand Est,2024
U6112407267027154081,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U-1893422895687535541,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U-9115692744609504011,25-29 ans,F,TRUE,Occitanie,2022
U1772693436794915229,30-34 ans,M,TRUE,Île-de-France,2022
U8531090579074467640,25-29 ans,M,TRUE,Île-de-France,2025
U-9094343997844184953,45-49 ans,M,TRUE,Occitanie,2025
U-8245354950745636257,45-49 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U-128954801625979662,35-39 ans,M,TRUE,Grand Est,2022
U4196091327494569435,30-34 ans,M,TRUE,Île-de-France,2023
U7126670336115375264,30-34 ans,M,TRUE,Occitanie,2022
U-868890413588976659,35-39 ans,M,TRUE,Île-de-France,2022
U-1717206875686150854,45-49 ans,M,TRUE,Grand Est,2025
U-3557064777361785601,50-54 ans,Non renseigné,FALSE,Île-de-France,2022
U-2071440463285742573,20-24 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U348124357733014065,45-49 ans,F,TRUE,Île-de-France,2025
U357666962551811230,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U4068399694402046985,35-39 ans,Non renseigné,FALSE,Occitanie,2022
U1727994921990317371,25-29 ans,M,TRUE,Occitanie,2025
U-2216913412910477301,40-44 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U2740297622372455919,20-24 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U6271620365212080597,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U-7713554804181379875,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2022
U9095602438816550762,25-29 ans,M,TRUE,Grand Est,2024
U8275620277707031136,45-49 ans,Non renseigné,FALSE,Île-de-France,2023
U-3561054202171497952,35-39 ans,M,TRUE,Centre-Val de Loire,2022
U8309755485503054531,30-34 ans,M,TRUE,Pays de la Loire,2023
U7221119574159631479,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U-216163005842940985,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2023
U6377409864636062640,20-24 ans,M,TRUE,Île-de-France,2024
U-5484569559182452840,20-24 ans,M,TRUE,Île-de-France,2023
U980251895337709815,30-34 ans,Non renseigné,FALSE,Pays de la Loire,2022
U-574840030610857136,35-39 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
U1879692886916245630,55-59 ans,Non renseigné,FALSE,Île-de-France,2023
U6324465892590510923,45-49 ans,Non renseigné,FALSE,Île-de-France,2022
U4761560441664172339,35-39 ans,M,TRUE,Occitanie,2024
U-6207550661042479882,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U2377688757295432363,20-24 ans,M,TRUE,Bourgogne-Franche-Comté,2025
U1029211581162007523,25-29 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U-4927716952877172376,25-29 ans,F,TRUE,Auvergne-Rhône-Alpes,2022
U-6642116881694195015,40-44 ans,M,TRUE,Grand Est,2023
U7863431757418085669,40-44 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
U-4755991148799050690,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2023
U-5985470565559271960,45-49 ans,M,TRUE,Île-de-France,2025
U-7446963767487763795,25-29 ans,M,TRUE,Île-de-France,2022
U-382467615802388240,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U-8182752197417639707,60 ans ou plus,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2023
U-1495669520284257614,25-29 ans,F,TRUE,Grand Est,2024
U8423081162573402326,25-29 ans,M,TRUE,Pays de la Loire,2023
U-7654922835153115574,25-29 ans,M,TRUE,Île-de-France,2024
U-211177265903017625,25-29 ans,M,TRUE,Île-de-France,2023
U-2397040351340661529,55-59 ans,M,TRUE,Occitanie,2025
U6679468401915430492,40-44 ans,Non renseigné,FALSE,Centre-Val de Loire,2023
U7532338611312615052,30-34 ans,F,TRUE,Grand Est,2022
U397965577877929957,25-29 ans,M,TRUE,Pays de la Loire,2024
U-2669260413925230258,20-24 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-7093516509940637045,35-39 ans,M,TRUE,Île-de-France,2022
U4800121386110149140,25-29 ans,M,TRUE,Nouvelle-Aquitaine,2024
U-9136561817021374868,35-39 ans,F,TRUE,Bourgogne-Franche-Comté,2025
U700069426661541355,40-44 ans,M,TRUE,Normandie,2025
U-5157516670495530550,20-24 ans,M,TRUE,Île-de-France,2024
U-8906779247428395712,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-6518523529584484281,30-34 ans,M,TRUE,Occitanie,2025
U-8014525377216387034,35-39 ans,M,TRUE,Pays de la Loire,2025
U12063978664402149,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U3943579866024834722,35-39 ans,Non renseigné,FALSE,Normandie,2023
U9164720945746203230,40-44 ans,M,TRUE,Île-de-France,2022
U-5885913387180329283,55-59 ans,M,TRUE,Île-de-France,2023
U7567313584303454017,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U-8486706538399492962,45-49 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U7635598495673445602,55-59 ans,Non renseigné,FALSE,Île-de-France,2022
U7771105333384189441,30-34 ans,F,TRUE,Île-de-France,2024
U2181701941166128959,25-29 ans,M,TRUE,Nouvelle-Aquitaine,2024
U4809733431536917936,30-34 ans,M,TRUE,Grand Est,2025
U-6684524861450101115,40-44 ans,M,TRUE,Normandie,2025
U-3121847783027279694,30-34 ans,M,TRUE,Bourgogne-Franche-Comté,2022
U-7260833140689008166,25-29 ans,F,TRUE,Nouvelle-Aquitaine,2022
U-3738523176641482673,45-49 ans,F,TRUE,Île-de-France,2025
U-2885286565964546623,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-3479281026897407502,25-29 ans,F,TRUE,Île-de-France,2024
U-2546440925938276812,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U-928956643944732070,45-49 ans,F,TRUE,DROM,2022
U2170520428162204360,45-49 ans,Non renseigné,FALSE,Île-de-France,2022
U-6215011578456705585,35-39 ans,M,TRUE,Île-de-France,2022
U-5063750174583026834,35-39 ans,M,TRUE,Île-de-France,2024
U445239567381110570,30-34 ans,Non renseigné,FALSE,Hauts-de-France,2022
U1181917675834959571,20-24 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U8450913273404837057,20-24 ans,F,TRUE,Auvergne-Rhône-Alpes,2024
U5488030846392028409,40-44 ans,F,TRUE,Île-de-France,2024
U-5557701590089324553,45-49 ans,Non renseigné,FALSE,Île-de-France,2023
U-7540653306873387647,45-49 ans,Non renseigné,FALSE,Hauts-de-France,2022
U483590888444049859,30-34 ans,M,TRUE,Île-de-France,2023
U3039026269512714797,35-39 ans,F,TRUE,Île-de-France,2022
U-8789236378322809508,30-34 ans,F,TRUE,Auvergne-Rhône-Alpes,2025
U921280294416590081,35-39 ans,M,TRUE,Occitanie,2024
U54112039813596504,40-44 ans,M,TRUE,Centre-Val de Loire,2022
U-8452908459724738366,40-44 ans,F,TRUE,Île-de-France,2025
U2428459337659369860,25-29 ans,F,TRUE,Île-de-France,2024
U-4982810414848265260,40-44 ans,Non renseigné,FALSE,Grand Est,2023
U-4829133008802958449,50-54 ans,F,TRUE,Nouvelle-Aquitaine,2024
U7417899046314957264,25-29 ans,M,TRUE,Centre-Val de Loire,2024
U5105046372741910765,45-49 ans,M,TRUE,Bretagne,2022
U6644833649444350764,40-44 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2023
U-9085222329997999034,45-49 ans,F,TRUE,Île-de-France,2023
U-8352337342082982212,25-29 ans,M,TRUE,Île-de-France,2024
U5092243528272289280,30-34 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U4993933841547398259,40-44 ans,F,TRUE,Île-de-France,2025
U-2539177472224225828,25-29 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2025
U4470164053005675000,25-29 ans,Non renseigné,FALSE,Île-de-France,2023
U-9219802831569978519,45-49 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U-3616557963249159631,40-44 ans,M,TRUE,Île-de-France,2022
U2333042847815800101,40-44 ans,M,TRUE,Île-de-France,2024
U-8742044143780213710,55-59 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-1618474270766758287,30-34 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U9012549265762202868,25-29 ans,Non renseigné,FALSE,Île-de-France,2023
U-7115788746518412029,25-29 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U-2213251382172131573,30-34 ans,F,TRUE,Hauts-de-France,2024
U-1561895769958426821,20-24 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U-8237632812169902302,35-39 ans,F,TRUE,Île-de-France,2022
U5580966316787521230,40-44 ans,M,TRUE,Bretagne,2022
U-7231078026285402706,25-29 ans,M,TRUE,Hauts-de-France,2024
U-2249829524161498384,30-34 ans,F,TRUE,Île-de-France,2024
U-5875149092471673883,35-39 ans,M,TRUE,Occitanie,2022
U9085820338735635369,30-34 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U1693612237948278613,30-34 ans,M,TRUE,Bourgogne-Franche-Comté,2025
U995230527571817159,40-44 ans,M,TRUE,Île-de-France,2024
U-8034288795805899028,30-34 ans,F,TRUE,Centre-Val de Loire,2022
U2355453007219956385,40-44 ans,M,TRUE,Île-de-France,2023
U-7218696066993962046,30-34 ans,F,TRUE,Île-de-France,2023
U-9173344261554030031,40-44 ans,F,TRUE,Nouvelle-Aquitaine,2022
U9167252089394478371,40-44 ans,M,TRUE,Île-de-France,2024
U4077394578620239738,45-49 ans,F,TRUE,Île-de-France,2025
U8810211067134198197,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U5822230941145116520,30-34 ans,M,TRUE,Grand Est,2024
U6179483095642563638,25-29 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2024
U-7909666651433909440,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U1233055299899574424,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U8284621078132640305,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2023
U8534583423702149300,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-7445031437372381898,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U1633268812896363493,45-49 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2023
U1490344267366270109,30-34 ans,M,TRUE,Grand Est,2022
U-1801225998744901014,50-54 ans,Non renseigné,FALSE,Île-de-France,2022
U-341975069431500188,25-29 ans,F,TRUE,Nouvelle-Aquitaine,2024
U-9025419077941386833,40-44 ans,M,TRUE,DROM,2022
U-4540535541034204892,25-29 ans,F,TRUE,Bourgogne-Franche-Comté,2022
U277837109520447635,30-34 ans,M,TRUE,Île-de-France,2025
U1286586168053371090,20-24 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U-2502002118173326324,35-39 ans,F,TRUE,DROM,2023
U-1230544518380480813,45-49 ans,F,TRUE,Île-de-France,2022
U-8968374425260758316,55-59 ans,M,TRUE,Île-de-France,2022
U2724723076686966882,25-29 ans,M,TRUE,Occitanie,2025
U-5617854045820720098,45-49 ans,F,TRUE,Île-de-France,2022
U-5077221901243731201,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-7976579523071617768,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U8647430963292141356,30-34 ans,F,TRUE,Auvergne-Rhône-Alpes,2025
U-8031503281618903647,25-29 ans,F,TRUE,Bourgogne-Franche-Comté,2022
U836199983475494627,25-29 ans,F,TRUE,Hauts-de-France,2023
U2083662361787236734,30-34 ans,M,TRUE,Île-de-France,2022
U-5502917902289389679,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U8978174959371292671,35-39 ans,M,TRUE,Île-de-France,2024
U-7964852506418490054,30-34 ans,M,TRUE,Grand Est,2024
U-5998951575466451593,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-5477558602585414959,20-24 ans,F,TRUE,Île-de-France,2022
U-5317176992334399934,20-24 ans,F,TRUE,Île-de-France,2024
U-7952208707109380283,25-29 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U5042258894627816465,25-29 ans,M,TRUE,Bretagne,2023
U9105433569641790565,25-29 ans,Non renseigné,FALSE,Hauts-de-France,2022
U-4743851522841124816,20-24 ans,M,TRUE,Île-de-France,2025
U-6778945714732638429,35-39 ans,M,TRUE,Île-de-France,2025
U-1681488102081568775,25-29 ans,M,TRUE,Île-de-France,2024
U1338108802721215514,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2023
U1809289966313350481,55-59 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2023
U1018120428129959286,40-44 ans,F,TRUE,Île-de-France,2023
U6176582845262559773,60 ans ou plus,M,TRUE,Auvergne-Rhône-Alpes,2025
U4499953843874055419,20-24 ans,F,TRUE,Île-de-France,2024
U958734067054284683,35-39 ans,F,TRUE,Hauts-de-France,2024
U6100649783021978532,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U-558595379794205259,45-49 ans,F,TRUE,Nouvelle-Aquitaine,2023
U3281008738277572815,35-39 ans,F,TRUE,Île-de-France,2024
U-5893888795348415626,35-39 ans,M,TRUE,Occitanie,2023
U-18067385936124703,35-39 ans,F,TRUE,Île-de-France,2025
U-4808469287064440781,55-59 ans,F,TRUE,Île-de-France,2024
U2404360745142597028,30-34 ans,F,TRUE,Île-de-France,2022
U-8926925997915178026,25-29 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U3159828428096582777,25-29 ans,Non renseigné,FALSE,Pays de la Loire,2023
U-4840239384579275041,35-39 ans,Non renseigné,FALSE,Hauts-de-France,2023
U4361765522096220151,40-44 ans,Non renseigné,FALSE,Île-de-France,2024
U-1648152246962646250,50-54 ans,Non renseigné,FALSE,Île-de-France,2025
U3933131040547719045,40-44 ans,M,TRUE,Grand Est,2022
U-1775060161223058268,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U4736038541600033741,40-44 ans,M,TRUE,Nouvelle-Aquitaine,2022
U-5202860724745897082,50-54 ans,Non renseigné,FALSE,Île-de-France,2022
U-7686060975474153111,25-29 ans,F,TRUE,Île-de-France,2024
U-9098158895305296226,35-39 ans,M,TRUE,Hauts-de-France,2025
U5764287839821601313,30-34 ans,M,TRUE,Île-de-France,2025
U-5902566956119948125,30-34 ans,M,TRUE,Île-de-France,2022
U-997860332905459180,35-39 ans,F,TRUE,Île-de-France,2023
U-611691467544996973,30-34 ans,F,TRUE,Île-de-France,2023
U-8148675858686227098,30-34 ans,M,TRUE,Hauts-de-France,2025
U7530787623158416589,50-54 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U-7776692094890509770,35-39 ans,M,TRUE,Bourgogne-Franche-Comté,2023
U6279792689777761230,35-39 ans,M,TRUE,Centre-Val de Loire,2024
U-3549216060854717815,40-44 ans,Non renseigné,FALSE,Occitanie,2022
U-8089075666855458463,30-34 ans,M,TRUE,Île-de-France,2024
U-3862862426516019052,35-39 ans,M,TRUE,Île-de-France,2025
U-7701967037214350227,25-29 ans,Non renseigné,FALSE,Pays de la Loire,2022
U996800558554721866,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U4634138495171799979,45-49 ans,F,TRUE,Île-de-France,2023
U733480917307090965,30-34 ans,M,TRUE,Hauts-de-France,2022
U7155750550696122904,30-34 ans,M,TRUE,Île-de-France,2022
U-3331343766144795617,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U-5184183336430893262,25-29 ans,M,TRUE,Île-de-France,2025
U3925265910332042909,45-49 ans,M,TRUE,Hauts-de-France,2022
U5488176182528588363,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U-4198415055046674713,25-29 ans,Non renseigné,FALSE,Île-de-France,2023
U3243042967612261980,30-34 ans,Non renseigné,FALSE,Pays de la Loire,2023
U4624176622296192928,45-49 ans,M,TRUE,Île-de-France,2022
U2939135672904710177,30-34 ans,M,TRUE,Occitanie,2024
U-4799593989823024559,25-29 ans,F,TRUE,Île-de-France,2023
U-4786570665452288742,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U6223001918615310708,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U7498954565122220329,50-54 ans,M,TRUE,Grand Est,2025
U-4145678481411680093,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U2558687495478709883,35-39 ans,Non renseigné,FALSE,Île-de-France,2023
U3198514370480469612,40-44 ans,F,TRUE,Île-de-France,2023
U-2579201481824781196,25-29 ans,M,TRUE,Île-de-France,2025
U8353076596637020041,25-29 ans,M,TRUE,Île-de-France,2023
U5188471852808630900,30-34 ans,M,TRUE,Île-de-France,2024
U-1628921278526487268,30-34 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U-3849072504866822551,30-34 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U179228281597737860,55-59 ans,F,TRUE,Île-de-France,2022
U-5050794275354098415,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U6978052375646210013,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U-943178550418784124,35-39 ans,F,TRUE,Île-de-France,2025
U1442476461596268665,40-44 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U5909050033583126005,50-54 ans,Non renseigné,FALSE,Bretagne,2023
U6053848213939870505,45-49 ans,Non renseigné,FALSE,Hauts-de-France,2023
U-5719042911465138272,30-34 ans,M,TRUE,Île-de-France,2025
U-1457443219460859262,35-39 ans,M,TRUE,Centre-Val de Loire,2025
U-194490214512207547,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-9100220398206656541,35-39 ans,F,TRUE,Île-de-France,2025
U-7391683822069882375,40-44 ans,M,TRUE,Centre-Val de Loire,2024
U6982529840856158258,40-44 ans,Non renseigné,FALSE,Île-de-France,2023
U-7694475963693623263,35-39 ans,M,TRUE,Nouvelle-Aquitaine,2025
U5811043835467820946,35-39 ans,F,TRUE,Hauts-de-France,2022
U-940342799779023520,50-54 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2023
U-7759318419813125111,30-34 ans,M,TRUE,Occitanie,2024
U7608320383196211461,35-39 ans,M,TRUE,Île-de-France,2023
U-5455119065912581133,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U2419489202127936725,50-54 ans,M,TRUE,Pays de la Loire,2023
U5250641664221185274,30-34 ans,F,TRUE,Normandie,2023
U-3840814183428161328,35-39 ans,F,TRUE,Île-de-France,2023
U-154348842391767792,25-29 ans,M,TRUE,Île-de-France,2025
U-7116861553389430503,40-44 ans,F,TRUE,Nouvelle-Aquitaine,2023
U3692100345486311850,35-39 ans,M,TRUE,Île-de-France,2024
U-7054482731816175036,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U6409395407151835600,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U-6795251107550377005,30-34 ans,M,TRUE,Bourgogne-Franche-Comté,2022
U-8707135156598101825,35-39 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
U-1218574093191025151,45-49 ans,M,TRUE,Bourgogne-Franche-Comté,2023
U7505090862843862147,30-34 ans,M,TRUE,Île-de-France,2025
U-1135102259346312601,20-24 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-3525080260048581507,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U4380993215297327312,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U-1885748534302906270,25-29 ans,M,TRUE,Centre-Val de Loire,2023
U3347499944026150127,45-49 ans,Non renseigné,FALSE,Île-de-France,2022
U645914717351779425,55-59 ans,Non renseigné,FALSE,Île-de-France,2022
U6334244881830657275,35-39 ans,M,TRUE,Grand Est,2022
U-2579888708441914056,40-44 ans,F,TRUE,Île-de-France,2022
U-3698435185477492016,50-54 ans,F,TRUE,Hauts-de-France,2023
U-7126244163872510025,35-39 ans,M,TRUE,Centre-Val de Loire,2023
U1096703857201612019,30-34 ans,F,TRUE,Île-de-France,2025
U4489155585847714470,25-29 ans,M,TRUE,Grand Est,2022
U7288874838408016599,30-34 ans,M,TRUE,Île-de-France,2022
U-1001876337476369459,40-44 ans,M,TRUE,Île-de-France,2023
U-5685957072916803033,55-59 ans,M,TRUE,Île-de-France,2025
U-1251284820589140855,55-59 ans,M,TRUE,Centre-Val de Loire,2023
U1590214744154263674,35-39 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2023
U-4962316459045682709,40-44 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U2141883709432172198,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-3763625024194324637,35-39 ans,M,TRUE,Grand Est,2025
U5515177358587108210,30-34 ans,M,TRUE,Pays de la Loire,2023
U7807061371950838203,35-39 ans,Non renseigné,FALSE,Centre-Val de Loire,2022
U-6958457983479060266,35-39 ans,Non renseigné,FALSE,Normandie,2022
U-1879917603353729522,25-29 ans,M,TRUE,Normandie,2022
U1386013248945929265,30-34 ans,Non renseigné,FALSE,Grand Est,2022
U6879284309979866437,45-49 ans,F,TRUE,Occitanie,2025
U3987700477222173237,45-49 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U6362032872796572783,35-39 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U5040953744490474677,20-24 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-6250648971543164167,35-39 ans,M,TRUE,Occitanie,2022
U6727301060664934491,20-24 ans,M,TRUE,Centre-Val de Loire,2023
U-601494370331474152,40-44 ans,F,TRUE,Auvergne-Rhône-Alpes,2022
U-1176723797467783532,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U3935846177886634859,25-29 ans,M,TRUE,Île-de-France,2023
U2644087310445692258,35-39 ans,Non renseigné,FALSE,Normandie,2025
U-19893275497263089,25-29 ans,M,TRUE,Île-de-France,2022
U8506402651459089329,30-34 ans,F,TRUE,Occitanie,2024
U-7186352571040789684,40-44 ans,F,TRUE,Île-de-France,2024
U-3931225736005305697,45-49 ans,Non renseigné,FALSE,Île-de-France,2023
U4794221293830584105,45-49 ans,M,TRUE,Île-de-France,2024
U-6789863575763199733,45-49 ans,M,TRUE,Pays de la Loire,2023
U4930238657969020779,40-44 ans,M,TRUE,Île-de-France,2024
U-1894354871918866366,20-24 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U-553885264490798235,20-24 ans,M,TRUE,Île-de-France,2025
U2359864766454101380,25-29 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U7821883350071902935,35-39 ans,F,TRUE,Île-de-France,2025
U925738396150760428,30-34 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2023
U5547180154663553882,35-39 ans,F,TRUE,Île-de-France,2022
U7353635067409722253,30-34 ans,Non renseigné,FALSE,Hauts-de-France,2023
U-1675975045076532326,45-49 ans,F,TRUE,Île-de-France,2025
U-8712076700270322081,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-5863627178281173388,40-44 ans,F,TRUE,Île-de-France,2022
U270641966013416662,45-49 ans,M,TRUE,Centre-Val de Loire,2023
U-1195504858519627180,25-29 ans,M,TRUE,Île-de-France,2025
U6802961072989582228,40-44 ans,M,TRUE,Île-de-France,2022
U8089061709133388556,30-34 ans,Non renseigné,FALSE,Occitanie,2022
U8880234859538935949,40-44 ans,F,TRUE,DROM,2022
U967501859908224647,50-54 ans,Non renseigné,FALSE,Occitanie,2022
U-2340360240940712235,25-29 ans,M,TRUE,Île-de-France,2022
U-5285664734744507056,20-24 ans,M,TRUE,Nouvelle-Aquitaine,2025
U-3671480367694331703,25-29 ans,F,TRUE,Île-de-France,2024
U7840849345321534749,35-39 ans,F,TRUE,Île-de-France,2025
U-4040354202582788849,25-29 ans,F,TRUE,Île-de-France,2025
U5606424335218490011,35-39 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
